# 30868	２５８／１／作戦会議	
36078	Orime	「んー、まあ普通の手段じゃ、	「Hmm, well with normal methods,
36079	+	　どうにもならないようにも思えるけどねえ……	　it does feel like there's nothing we can do...
36080	+	　あむっ……むぐ……」	　Munch... Mmm...」

36081	Nogiku	「あーもう、折女さん……	「Aah geez, Orime-san...
36082	+	　こんな時までおはぎを……」	　Eating ohagi even at a time like this...」

36083	Omachi	「どうであっても……梵天丸と共に往くのみ。	「No matter what... I will only go with Bontenmaru.
36084	+	　地獄であろうと……修羅場であろうと」	　Whether it's hell... or a battlefield.」

36085	Miracle Tor	「さあ、幕は大詰めだな。くくく、	「Well, the curtain is about to rise on the final act. Hehehe,
36086	+	　カオスマスターめ。何を言い出すかな」	　I wonder what that Chaos Master will say.」

36087	Lucy Julietta	「ふむ、あむ……んん、甘い……	「Mmm, munch... Nn, so sweet...
36088	+	　この城のパティシエ、いい腕を……あむ」	　The patissier in this castle is really skilled... Munch.」

36089	Mi Lordring	「ALICE様……我らをお見守りください……	「Lady ALICE... Please watch over us...
36090	+	　はああああ、ALICE様ぁ……！」	　Haaaaah, Lady ALICE...!」

36091	Battling Centers~	（サチコはどうした……？	（Where's Sachiko...?」
36092	+	　またどこかで迷子になったか……）	　Did she get lost somewhere again...?）

36093	Crook Mofus	「……………………」	「........................」

36094	Pastel Kalar	「なんぞ、また無茶を言い出すのでは	「He's probably going to suggest something crazy again...」
36095	+	　あるまいな……」	

36096	Reset Kalar	「きっとすごい事だよ。	「It's definitely going to be something amazing.
36097	+	　だっておとーさんだもん！」	　'Cause it's Dad!」

36098	Pastel Kalar	「ったく、もう慣れたわ……ん？　どうした」	「Geez, I'm already used to it... Hm? What's wrong?」

36099	Reset Kalar	「弟と妹……可愛かったなぁ……うずうず……」	「My little brother and sister... They were so cute... Itchy itchy...」

36100	Pastel Kalar	「さ、さっき見に行ったじゃろ！　こら！	「You just went to see them earlier! Hey!
36101	+	　こんな人間だらけの所で一人になるな！」	　Don't wander off alone in a place full of humans!」

36102	Lei	「ふわ……だりィ……」	「Fwaa... So sleepy...

36103	Mary Ann	「ホラしゃきっと！　気合い入れろよな。	「Hey, wake up! Get motivated.
36104	+	　なんか大事そうな雰囲気だぞ」	　The mood feels pretty serious.」

36105	Lei	「…………なんでお前まで来てんだ」	「............Why did you come too?」

36106	Mary Ann	「なんか知らないけど、でっかい作戦なんだろ。	「I don't know the details, but it's a huge operation, right?
36107	+	　レイが変な所に放り込まれるなら、	　If they're gonna throw Lei into some weird place,
36108	+	　あたしが文句言ってやるからな！」	　I'll complain on her behalf!」

36109	Lei	「……そりゃどーも」	「...Thanks for that.」

36110	Galtia	「ふんふふんのふーん……はぐ、まぐ、むぐ……	「Hum hum hum... Chomp, munch, munch...
36111	+	　んー、焼きたてパン、うまうま……」	　Mmm, fresh baked bread is so good...」

36112	Heidi Pankrau	「あ、ああああ、ああああああ……	「A, aaaaah, aaaaaah...
36113	+	　パンが……パンが、異次元に消えていく……」	　The bread... The bread is disappearing into another dimension...」

36114	Galtia	「んを？　食っちゃまずかったか？」	「Hmm? Was it bad to eat?」

36115	Heidi Pankrau	「それは、ッ、一本くらい、私の……！」	「That was supposed to be mine... at least one!」

36116	Biscuitta Burns	「……………………」	「........................」

36117	Heidi Pankrau	「い、いえいえいえいえ……お客様へ、	「N-no no no... I was going to serve it to the guests...
36118	+	　お出しするつもりでしたとも……おほほ……」	　Ohoho...」

36119	Galtia	「ふーん。ま、いいや。見てるなら一本食えよ。	「Hmm. Well, whatever. If you're watching, have one.
36120	+	　美味いぞ」	　It's good.」

36121	Heidi Pankrau	「神様…………！！」	「Oh god............!!」

36122	Pi-R	「うーん……ダメだ。確率、上がらないや。	「Hmm... No good. The probability isn't going up.
36123	+	　このままでケイブリスに勝つのは無理だね」	　At this rate we can't beat Kayblis.」

36124	Root Ari	「……そうなの、パイアール……？」	「...Is that so, Pi-R...?」

36125	Pi-R	「うん。だから、もう人類なんてほっといて、	「Yeah. So let's just abandon humanity already,
36126	+	　安全な所に逃げようよ」	　and run away to somewhere safe.」

36127	Root Ari	「……それはだめ。自分達の事だけを、考えずに……	「...We can't do that. Don't just think about ourselves...
36128	+	　あなたの力、人のために……貸してあげて？」	　Lend your power for the sake of people... okay?」

36129	Pi-R	「うん、わかった。姉さんが言うならそうするよ」	「Okay, got it. If big sis says so, I'll do it.」

36130	Root Ari	「ありがとう、パイアール」	「Thank you, Pi-R.」

36131	Pi-R	「あの馬鹿が何を言い出すか……	「I wonder what that idiot is going to say...
36132	+	　それに賭けるしか、ないか……」	　We have no choice but to bet on it...」

36133	Flame Scrivener	「はぁ……ついにこの時が……	「Sigh... The time has finally come...
36134	+	　火炎、心配です……ハウゼル様……」	　I'm worried... Lord Hawzel...」

36135	La Hawzel	「うん……どんな作戦になるかは、	「Yeah... I don't know what kind of operation it'll be,
36136	+	　分からないけどね……」	　but...」

36137	La Seizel	「うう、だいじょぶかしら……	「Uuu, I wonder if it'll be okay...
36138	+	　けっこう、今ヤバいと思うんだけど……」	　I think things are pretty bad right now though...」

36139	La Seizel~	（いっそのこと、逃げるのは……	（Maybe we should just run away...
36140	+	　ハウゼルと、一緒なら……）	　If it's with Hawzel...）

36141	La Hawzel	「……やるしかない。	「...We have no choice but to do it.
36142	+	　もう……決断する時期は、過ぎてる……	　The time to decide has already passed...
36143	+	　一緒に、頑張りましょ……サイゼル」	　Let's do our best together... Seizel.」

36144	La Seizel	「………………」	「............」

36145	La Hawzel	「サイゼル？」	「Seizel?」

36146	La Seizel	「っ、もう。なんでもないわよ。ふんだ」	「Hmph, it's nothing. Hmph.」

36147	Yuki	「ウケケケケ。	「Ukehehehe.
36148	+	　さあ、そろそろラストダンスの時間だっつーのに	　Come on, it's almost time for the last dance,
36149	+	　役者は揃って役満待ち？」	　yet all the actors are just waiting for a perfect hand?」

36150	Flame Scrivener	「………………」	「............」

36151	Silky Littleraisin~	（ずいぶん集まってる……	（Quite a lot of people have gathered...
36152	+	　大規模な作戦を仕掛けるつもりみたいね……）	　Looks like they're planning a large-scale operation...）

36153	Silky Littleraisin~	（この熱気……昔を、少し……思い出すかな……）	（This heat... It reminds me a little of the old days...）

36154	Silky Littleraisin	「……………………」	「........................」

36155	Silky Littleraisin	「今度、こそ」	「This time, for sure.」

36156	Hornet	「人類としても、ここが様子見の限界……	「For humanity as well, this is the limit of waiting and watching...
36157	+	　そろそろ、決着の時ですね。	　The time for a decisive battle is near.
36158	+	　どのような結果になるとしても」	　No matter what the outcome may be.」

36159	Satella	「勝てる、でしょうか…………」	「Do you think... we can win...?」

36160	Hornet	「やるしか、ありません。	「We have no choice but to fight.
36161	+	　ケイブリスを仕留めなければ……	　If we don't take down Kayblis...
36162	+	　戦いは、終わりません」	　This war will never end.」

36163	Patton Helman	「……すげえな、こりゃ。	「...This is insane.
36164	+	　マジで人類側のフルメンバーが揃ってやがる」	　The full roster of humanity's side is really all here.」

36165	Hunty Kalar	「パットンもその一員だろ。シャンとしなよ」	「You're one of them too, Patton. Stand tall.」

36166	Patton Helman	「なんだ、まだ頼りなく見えるか？」	「What, do I still look unreliable?」

36167	Hunty Kalar	「…………ンな事、ないけどね」	「...Not at all.」

36168	Rocky Bank	「ひ、ひい……えらい人がいっぱいだす……	「H-hii... There are so many important people...
36169	+	　お、おら、ちょっと奥でお手伝いを……」	　I'll go help out in the back a bit...」

36170	Caloria Cricket	「だめだよー、戦う人は	「No way, everyone who can fight
36171	+	　みんな集合って言われてたし」	　was told to gather.」

36172	Atago McCart	「私は絶対にそれに該当しないと思うんだけど……	「I don't think I should be included at all...
36173	+	　なんで呼ばれてるのかしら……」	　Why was I called...?」

36174	Tokugawa Sen	「まったくだ。物騒な話だな」	「Exactly. This is a dangerous topic.」

36175	Atago McCart	「いや、あんたは…………」	「No, you are............」

36176	Princess Hitachi	「ああ、恐ろしい事になりまちたわ……	「Ahh, this has become something terrifying...
36177	+	　ね、東芝様……」	　Right, Lord Toshiba...?」

36178	Prince Toshiba	「さあ……どんなわくわくがあるのかな……	「Now then... I wonder what kind of excitement awaits...
36179	+	　戦争だけど、前向きな方が良いよね」	　It's war, but it's better to stay positive, right?」

36180	Princess Hitachi	「くぅっ……そ、そうでちけど……！」	「Kuu... Y-yes, but...!」

36181	King Mitsubishi	「さあ……ポピンズも、	「Now... We Poppins too,
36182	+	　他に恥じぬよう、堂々と構えねばな」	　must stand tall with pride.」

36183	King Mantetsu	「ふーむ……儂に任せろ路線と、	「Hmm... The 'leave it to me' route,
36184	+	　もうダメだから残り日数でできる事をー路線……	　or the 'it's hopeless so do what we can with the remaining days' route...
36185	+	　どっちがいいかのう、三菱」	　Which one is better, Mitsubishi?」

36186	King Mitsubishi	「余に聞くなッ！」	「Don't ask me!」

36187	Ogawa Kentarou	「……………………」	「........................」

36188	-	健太郎は、ぼんやりと視線を落としたまま、	Kentarou stared blankly downward,
36189	+	右手を握っては開き、握っては開いていた。	opening and closing his right hand repeatedly.

36190	Nikkou	「……健太郎君？」	「...Kentarou-kun?」

36191	Ogawa Kentarou	「あ……ごめんね、日光さん」	「Ah... Sorry, Nikkou-san.」

36192	Ogawa Kentarou	「何か……何かに、集中してないと……	「If I don't focus on something...
36193	+	　どこか、飛び出して行っちゃいそうでさ」	　I feel like I'll just run off somewhere.」

36194	Ogawa Kentarou	「良くないよね、そういうの。	「That's not good, right?
36195	+	　みんなで一緒に、行かなくちゃ……」	　We all have to go together...」

36196	Ogawa Kentarou	「我慢我慢……うん、我慢……」	「Endure, endure... Yeah, endure...」

36197	Nikkou	「……………………」	「........................」

36198	-	健太郎は飽きることなく、	Without getting tired of it,
36199	+	手の開閉を繰り返していた。	Kentarou kept opening and closing his hand.

36200	Rance	「よーし貴様ら、集まったな！」	「Alright you lot, you're all here!」

36201	-	ランスが玉座から起ち上がり、声を張り上げると、	As Rance stood up from the throne and raised his voice,
36202	+	一同は話すのと動くのを止めた。	everyone stopped talking and moving.

36203	Rance	「じゃあウルザちゃん、頼む」	「Alright, Urza-chan, you're up.」

36204	Urza Pranaice	「はい。それでは総統に代わり、	「Yes. Then, on behalf of the Supreme Leader,
36205	+	　説明をさせて頂きます」	　I will provide the explanation.」

36206	-	ランスの脇に控えていたウルザが、	Urza, who had been standing beside Rance,
36207	+	一歩前に進み出た。	stepped forward.

36208	Urza Pranaice	「まず、現在の状況ですが……」	「First, regarding the current situation...」

36209	Urza Pranaice	「総統閣下と皆さんの尽力のおかげで、	「Thanks to the efforts of the Supreme Leader and everyone here,
36210	+	　何体もの魔人を撃破。そして、	　we have defeated many Fiends. And,
36211	+	　魔軍の中継基地であるシャングリラも陥落」	　we have also captured Shangri-La, the Monster Army's relay base.」

36212	Urza Pranaice	「本拠地である総統府……ランス城の位置が	「Although the location of our headquarters, Rance Castle,
36213	+	　把握されてしまいましたが、パットンさんたちが	　was discovered, thanks to the legacy of the Holy Magic Sect
36214	+	　もたらした聖魔教団の遺産により、こうして浮上」	　that Patton and the others brought, we were able to surface like this.」

36215	Urza Pranaice	「敵主力の攻撃は避ける事が可能となり、	「We can now avoid direct attacks from the enemy main force,
36216	+	　敵飛行部隊だけの攻撃は防げています」	　and we are able to defend against attacks from their air units alone.」

36217	-	これまでの戦歴をかたられ、	As she recounted their achievements so far,
36218	+	ほんのりと雰囲気が軽くなる。	the mood lightened slightly.
36219	+	奇跡と言っていいほどの戦果だった。	It was a miraculous result.

36220	Urza Pranaice	「しかし」	「However」

36221	-	ウルザは、一度言葉を切った。	Urza paused for a moment.

36222	Urza Pranaice	「首脳の皆さんは承知と思いますが……	「As the leaders are already aware...
36223	+	　現在、今以てなお、戦力差は圧倒的です。	　The difference in military strength is still overwhelming.
36224	+	　ここが無事であっても、それ以外の国々は……」	　Even if we are safe here, the other countries...」

36225	?	「……………………」	「........................」

36226	-	一瞬軽くなった空気が、また地に沈んだ。	The briefly lightened atmosphere sank back down.

36227	Urza Pranaice	「魔人レッドアイによりランス城は陥落し、	「Rance Castle fell to the Fiend RedEye,
36228	+	　この砦への撤退を余儀なくされましたが……」	　forcing us to retreat to this fortress...」

36229	Urza Pranaice	「しかし、総統と皆さんの尽力により、	「However, thanks to the efforts of the Supreme Leader and everyone,
36230	+	　数体の魔人は撃破」	　we have defeated several Fiends.」

36231	Urza Pranaice	「また、リーザスより提供頂いたこの砦は、	「Additionally, this fortress provided by Leazas
36232	+	　堅牢かつ発見は困難。指揮系統は健在です。	　is sturdy and hard to locate. Our command structure remains intact.
36233	+	　人類は、まだ魔軍に敗北はしていません」	　Humanity has not yet been defeated by the Monster Army.」

36234	Urza Pranaice	「改めて言う事でもありませんが……	「It goes without saying, but...
36235	+	　人類史上、	　In human history,
36236	+	　ここまで魔軍に戦果を上げた記録はありません」	　there has never been a record of achieving this much against the Monster Army.」

36237	Urza Pranaice	「無事ではない国もあります。	「Some countries have not been so fortunate.
36238	+	　しかし、戦いはまだ、終わっていません。	　However, the war is not over yet.
36239	+	　いえ――――」	　No一一」

36240	Urza Pranaice	「今こそが、動く時です。	「Now is the time to move.
36241	+	　勝つために。人類が、生き残るために」	　To win. For humanity to survive.」

36242	-	鼓舞するようなウルザの言葉の裏には、	Beneath Urza's encouraging words,
36243	+	耐える戦いが限界に来ている事を示していた。	lay the harsh truth that their war of attrition was reaching its limit.

36244	-	今は、善戦している国もある。	Some countries are still fighting well.
36245	+	が、それは消耗がまだ決定的ではないからだ。	But that's only because their exhaustion hasn't become critical yet.

36246	-	無尽蔵の魔軍相手では、いずれ限界が来る。	Against the endless Monster Army, the limit will eventually come.
36247	+	そうなれば、転がる石のように滅びの道を進むのは、	If that happens, humanity will roll down the path to destruction
36248	+	誰の目にも明白だった。	like a rolling stone 一 obvious to anyone.

36249	Rance	「ふっふっふ……」	「Heh heh heh...」

36250	-	いつもの含み笑いを浮かべながら、	With his usual smirk,
36251	+	ランスがその後を継いで進み出た。	Rance stepped forward to continue.

36252	Rance	「というわけで、状況はちっとだけ厳しい。	「So yeah, the situation is a little tough.
36253	+	　が、この俺様がウルトラスペシャルな作戦を	　But I've come up with an ultra-special plan.
36254	+	　考えてやった。こいつで一発逆転だ！」	　This'll let us turn it all around in one go!」

36255	Patton Helman	「ふむ、そいつは景気のいい話だな」	「Hmm, that's some optimistic talk.」

36256	Pastel Kalar	「実現できれば、じゃがな」	「If we can actually pull it off.」

36257	Rance	「黙って聞け。これまでと変わらん。	「Shut up and listen. It's the same as always.
36258	+	　奴らは確かにちょろっと数が多くて強いが、	　Sure, they have slightly more numbers and are strong,
36259	+	　要はボスの命令を聞くだけの木偶の坊だ」	　but in the end they're just puppets who follow the boss's orders.」

36260	Oda Kouhime	「あ……そのボス、って……」	「Ah... You mean that boss is...」

36261	Rance	「そう！　あのケイブリスの野郎だ！	「That's right! That Kayblis bastard!
36262	+	　アイツをぶち殺せば俺たちの勝ちなのだ！」	　If we kill him, we win!」

36263	Satella	「それはそうだ。けど、あいつは魔物界の奥深くに	「That's true. But he's hiding deep in the Monster Realm,
36264	+	　潜んでるし、正確な居場所は……」	　and we don't know his exact location...」

36265	Rance	「がははははは、そっちも抜かりはない。	「Gahahahaha, I've got that covered too.
36266	+	　アールコートちゃん、カモン！」	　Arlcoate-chan, come on out!」

36267	Arlcoate Marius	「あ、は、はい。失礼します……」	「Ah, y-yes. Excuse me...」

36268	Arlcoate Marius	「クレインさんが聞いてきてくださった内容を、	「I followed up on the information Crane-san gathered
36269	+	　こちらで追跡、補足調査しました」	　and conducted additional investigations.」

36270	Crane	「……私が、聞いたのは……	「...What I heard was...
36271	+	　ベズドグ山、タンザモンザツリー……	　Mount Bezdog, Tanzamonza Tree...
36272	+	　という単語、だけ」	　Those are the only words.」

36273	Arlcoate Marius	「いずれも、魔物界の地名だそうです。	「Both are place names in the Monster Realm.
36274	+	　こちらがベズドグ山……」	　This is Mount Bezdog...」

36275	Arlcoate Marius	「そしてこちらが、タンザモンザツリーです」	「And this is Tanzamonza Tree.」

36276	Satella	「ん……待て、聞いた事あるぞ。タンザモンザツリーは、	「Hmm... Wait, I've heard of that. Tanzamonza Tree was
36277	+	　確かケイブリスが派閥戦争の時に、拠点にしてた……」	　the base Kayblis used during the faction wars...」

36278	Arlcoate Marius	「はい。そしてベズドグ山は、それより以前に	「Yes. And Mount Bezdog was his stronghold even earlier than that.」
36279	+	　魔人ケイブリスが根城にしていたのだとか」	

36280	Oda Kouhime	「では、そのどちらかに……？」	「So he's in one of those two places...?」

